가게이름,리뷰내용,리뷰별점
가메골손왕만두 남대문본점,"여기가 최고 옆에보다도 더.. 
칼국수는 soso
김치만두 굿
갈비만두도 맛있음 새우만두도 맛은 있음
개인취향은 고기보단 김치",5
가메골손왕만두 남대문본점,김치가 맛있음,5
가메골손왕만두 남대문본점,"가야는이유 : 남대문 만두로 유명한, 명성 대비 만족
안가는이유 : 바로 먹을 포장이라면 잘 살펴보길

고기, 김치 : 크기에 비해 속이 가득찬건 아니지만 맛이 진해 먹기 딱 좋았던, 반죽도 찐빵 같지만 부드러워 잘 넘어간, 터진 만두는 서비스로 넣어주신, 포장 시 젓가락 단무지 등은 없으니 바로 먹는다면 확인",4
가메골손왕만두 남대문본점,맛있어요 가성비 짱입니다,5
가메골손왕만두 남대문본점,서비스도 좋고 김치만두 맛있어요,5
가메골손왕만두 남대문본점,그냥 평범.,3
가메골손왕만두 남대문본점,처음에 한입 먹었을때는 그냥 평범하다고 생각했는데 먹다보니 맛있어서 다 먹었네요. 만두피가 쫄깃해요.,5
가메골손왕만두 남대문본점,"김치만두 맛있어요. 
고기만두보다 김치만두 추천!",4
가메골손왕만두 남대문본점,뜨끈하고 시원하고 쫄깃한 칼국수~~@ 가격도 저렴하고 김치만두 최고~~^^*@,5
가메골손왕만두 남대문본점,"남대문 놀러간김에 가봄
3층서 먹음. 종업원 1명이 서빙하는거같은데 체계없음. 사람따라 반존대. 주문순서 본인 기억에 의존. 뒤에 온사람 먼저 줌. 주문한 만두 안나와 물어보니 그제야 품절되었네요 하고 끝. 만두는 먹을만했고 칼국수는 어디서나 느껴질 평범한맛.",3
가메골손왕만두 남대문본점,여기 만두 참 맛있어요.,5
가메골손왕만두 남대문본점,평범한 만두집입니다. 명성에 너무 취해서 맛보면 실망할수도~~ 그래도 가성비는 내립니다,3
가메골손왕만두 남대문본점,워낙 유명한 집이라 가기 전부터 엄청 기대했음 개운한 한국식 김치만두 생각하고 기대하며 먹었는데 대 실망. 기름 줄줄 흐르면서 손에 다 묻고 포장상태도 처참&hellip;. 먹고 나서 종일 생목 올라오고 진짜 만두 먹고 이렇게 실망해본일이 있었나 되돌아 생각해봄&hellip; 일하시는 분들 위생상태며 태도 역시 별로..,1
가메골손왕만두 남대문본점,"만두가 피가 두껍지않아서 맛있다
먹고 포장해감
칼국수는 아쉬웠네요",5
가메골손왕만두 남대문본점,정말 불쾌한 가게입니다. 주인같아보이는 할머니 완전 양아치 그자체..식사 후 나오면서 메뉴판을 쳐다보니까 뭘 돈(가격)을 다시 쳐다보냐고!!!우리가 속이고 돈 더 받았을거같냐고!!!!니가 지금 낸 돈이 맞다!!!!뭘쳐다봐!!!!! 이런 행태를 보이셔서 너무 식겁함 정말 쳐맞는줄알았고 오히려 저렇게 말하니까 손님들에게 가격 슬쩍 올려받는게 아닐까 찔려서 저러는거같다는 확신이 듦 음식질도 떨어지고 맛도 바닥수준입니다.,1
가메골손왕만두 남대문본점,맛있는데 제발 순서대로 포장해줬으면..추운데 계속 기다리잖아요;,3
가메골손왕만두 남대문본점,꽉찬 속과 전분기 살작 있어 쫄깃하며 얇은 피가 예술인집.포장해서 다 식어도 맛있을 맛이다.,4
가메골손왕만두 남대문본점,"남대문 만두집

줄은 길지만 구매자가 많기때문에 항상 갓 나온 만두를 먹을 수 있습니다.

만두피는 어느정도 두꺼우면서도 딱 적당한 사이즈이며 만두속도 가득 들어있어서 맛있습니다.",4
가메골손왕만두 남대문본점,"작지만 강한 가게. 남대문시장의 만두 최강자.
만두에서 조미료맛이 강하게 나지만 아주 맛있게 난다. 워낙 많이 팔려나가기 때문에 항상 갓 만든 맛이 나는 것도 장점.  
칼국수는 구태여 안먹어도 되는 수준.",4
가메골손왕만두 남대문본점,맛나요🤤,5
가메골손왕만두 남대문본점,고기만두가 더 맛있었고. 김치만두는 생각보다 덜 매콤해요. 피도 쫄깃하고 맛도 조미료맛이 덜나고 가격도착하네요,3
가메골손왕만두 남대문본점,100개나 산다고? 의아하겠지만 먹으면 이해되는 맛,4
가메골손왕만두 남대문본점,김치만두 맛나욤!! 매콤하면서 찐빵같은 식감 아주 좋아요. 남대문 시장가면 꼭 들리는 필수 맛집,5
가메골손왕만두 남대문본점,맛집엔 이유가 있다. 가성비 무엇?,5
가메골손왕만두 남대문본점,"밖에 줄 엄청 서있는데 안에도 자리 있다.
만두 섞어 + 칼국수 딱 시장에서 기대할만한 그런 맛집
가격이 정말 착함",4
가메골손왕만두 남대문본점,"왕만두 맛집!
피가 쫄깃하고 자칫 두꺼운피가 부대낄 수 있는데 쫀득 폭신하게 맛있음! 피가 오히려 맛을 살려줌
칼국수랑 떡만두국는 쏘쏘~",4
가메골손왕만두 남대문본점,맛있습니다 특히 김치만두,4
가메골손왕만두 남대문본점,"만두피가 진짜 ... 예술이고요 

만두속 잘못먹으면 
트름 너무 심한데
이집은 소화가 잘되서 좋아요 

매장내에서 간단한 식사가능!",5
가메골손왕만두 남대문본점,여기 마약을 넣었을지도 몰라요. 다들 조심하셔야돼요. 계속 찾아오게되었어요.,5
가메골손왕만두 남대문본점,맛있음.,4
가메골손왕만두 남대문본점,맛 괜찮음 맵기만 한 만두집들보다 나음,4
가메골손왕만두 남대문본점,웨이팅 기본,4
가메골손왕만두 남대문본점,"가성비 맛집.  매장은 밖에 줄말고 안으로 쭉들어가며 안에서 먹을수있음..
왕만두4개 4500 칼국수 7000 원이니 엄청 가성비..
너무맛있어! 이것보단 가격대비 맛있어요..
칼국수도 맛있고  만두도 괜찮고 .. 여기가기위해  가야겠다 정도는 아니고 온김에 한번 먹거나 포장 추천...",4
가메골손왕만두 남대문본점,만두는 여기서만 삽니다... 맛있어요,5
가메골손왕만두 남대문본점,"앞사람들 포장해줄때 망가지고 터져서 따로 빼놓은 만두 모아놓은거 포장해줌
망가진만두를 팔꺼면 골고루 한두개씩 넣어주거나 팔지를말던가 그냥 한사람한테 짬처리함
포장해주는 아줌마 마인드 고치길",1
가메골손왕만두 남대문본점,만두 맛있어요,4
가메골손왕만두 남대문본점,"꽤 자주 먹어왔는데, 만두는 모르겠고 찐빵에 아랫부분에 먼지와 털이 굉장히 많이 묻어 있습니다 다시 한번 말하지만 꽤 오랫동안 자주 먹어와서 더욱 더 마음이 그렇네요
분명. 개선되기를 바래봅니다.
저는 방문시에도 말씀드릴 예정입니다.
-단골-",2
가메골손왕만두 남대문본점,영업종료시점에 가서 못샀어욤,4
가메골손왕만두 남대문본점,"1인1식 ₩5,000 4개 (반반 가능), 고기 만두가 맛있네요. 칼국수 ₩7,000 양도적고 굳이 돈주고 사먹기는 좀 돈이 아까운 메뉴.",3
가메골손왕만두 남대문본점,김치만두 안좋아하는데 여긴 진짜 김치만두 무조건 먹어야됨,5
가메골손왕만두 남대문본점,김치만두,5
가메골손왕만두 남대문본점,사람 많긴 한데 만두는 너무 맛있습니다. 찐빵피랄까... 쫀득합니다. 직원분들도 바쁘고 정신없는 와중에 친절하세요.,5
가메골손왕만두 남대문본점,토요일 아침에 가니까 5분이내로 샀어요 넘 넘 맛있네용 ㅎ 온누리도 되고 서울페이도 됨!,5
가메골손왕만두 남대문본점,"가게 앞에 대기하는 사람이 너무 많아서 영업 시작부터 종료까지 가게 앞 시장길을 통과할 수가 없음
기다라는 사람들이 개념 없어서 절대로 안 비키고 끝까지 버티고 서 있음",1
가메골손왕만두 남대문본점,"첨 먹고 평범한데 싶지만 다른 천원짜리 만두집 먹고 오면 왜 인기인지 알수 있음. 가성비가 좋고 만두 한개 두개만도 팔아서 좋음. 찐빵이랑 한개씩
사서 그 자리에서 먹으면 피가 쫄깃쫄깃함.",4
가메골손왕만두 남대문본점,아주머니 소리지르고 불친절하시지만 맛은 있어서 가끔 근처 오면 사먹어요~,4
가메골손왕만두 남대문본점,"예전에  100개씩 사다 먹었죠 ..
그런데 ? 가격도 올라가고 ?  크기 는 현저히 작아지고 ?
처음에는 정말 2개이상 못먹었습니다  왕만두 맞습니다 .
그런데 ? 누가 지금  왕만두 라고 합니까 ?  이렇게 작은 왕만두 ?
그리고  이제는 ?  김치만두 에서  고수향 이 어마어마 하게 올라오네요?
레시피 바뀌었나요 ?  저는 다시는 안갑니다",2
가메골손왕만두 남대문본점,쟁여놓고 먹고싶은맛,5
가메골손왕만두 남대문본점,"줄 서서 사오는 집
옆에 안경원 피해서 줄을 서 주세요~~",5
가메골손왕만두 남대문본점,엄청 평범해요 그냥 동네에 있는 왕만두 가게랑 맛 똑같아요,3
가메골손왕만두 남대문본점,"만두 무난하게 맛있음.
근데 직원분이 불친절합니다.
사람 많고 정신 없는건 알겠는데요.
포장 다 됐다고 이거가져가라고 얘기하면서 주시던지,
포장하는 순으로 띡 선반에 늘어놓는데 잘못 가져가면 뭔 도둑 취급받음ㅋ 내앞에 어르신도 잘못가져가서
혼나고 저도 혼남",3
가메골손왕만두 남대문본점,"온다온다하다가 이제야 왔는데
너무 맛있네요!",5
가메골손왕만두 남대문본점,"찐빵식 만두 중에서 정말 맛있게 먹은 곳!
김치 만두는 매콤했고 고기 만두 속도 무난히 맛있었다.
다른 만두집과의 차이점은 유난히 부들부들하고 촉촉한 너무 두껍지 않은 만두피다!
매장에서 식사하니 기다리지 않아도 되어서 좋았다~",4
가메골손왕만두 남대문본점,맛은 기가 막히지만 위생이나 섬세함이 부족함.. 만두가 대놓고 터지게 막 담지만 않으면 좋겠음,4
가메골손왕만두 남대문본점,만두와 찐빵이 맛있어요. 아래쪽 노점 호떡과 남대문 시장 쌍두마차 맛집.,4
가메골손왕만두 남대문본점,왕만두 두꺼운거 밀가루맛나서 싫어하는데 여긴 냄새도안나고 맛있네요 칼국수는 걍 그럼 만두 4개 4500원 짱맛,5
가메골손왕만두 남대문본점,"만두 와 너무 맛있어요
회사근처라 자주올게요

칼국수가 다소 양이 아쉬워서
별1개 뺐어요",4
가메골손왕만두 남대문본점,"맛은 평타이상 이지만  서비스는 빵점.
오는 손님이 있으니 자기들이 있는걸 잊은가게
포장해주는 가게주인이 갑인곳
처음가는 사람들이 많을텐데 노룩으로 포장하며 빨리 대답안한다고 짜증,면박 주는가게 이건 아니지 싶네요",3
가메골손왕만두 남대문본점,매장앞에 끝없는 줄에 이끌려 먹어봤어요 만두피가 엄청 쫄깃하고 촉촉해요 약간 단맛이 두드러지는데 특히 김치만두가 더 달짝찌근해요 전 고기만두가 더 맛있네요 추천!,5
가메골손왕만두 남대문본점,"정말 맛있었어요
여기만의 식감과 맛도 특색있었습니다",5
가메골손왕만두 남대문본점,"만두 잘 안 먹는데 누가 이집 만두 사오면 침이 질질 흐름.

요즘은 피가 얇은 만두가 유행이지만 가끔은 이런 두꺼운 만두도 맛있죠.",5
가메골손왕만두 남대문본점,"[포장팁]거리가멀거나 바로먹을거 아니면 식은거(초벌만익힌것)포장도 가능하고 식은건 줄안기다려도됨. 줄서는건 갓 익힌만두대기줄임.
포장시 간장넣어줬는지 체크할것
개당 1000원이지만 10개구매시 2개정도 서비스주는듯.",5
가메골손왕만두 남대문본점,진짜....엄마 따라겄다가 만듀 맛집 칼국수도 남 맛있고 ㅜㅠㅜ20개 바로 포장 주문 했어요ㅜㅠ,5
가메골손왕만두 남대문본점,"만두 굿굿 칼국수는 무난
좌식 테이블 + 신발 벗어야 함...마이너스",3
가메골손왕만두 남대문본점,지나가다가 궁금해서 먹어본 만두.. 원래 고기만 먹는데 혹시나해서 김치도 섞어서 5개에 찐빵도 두개만 사서 집에 와서 머것는디 너무 존맛임 만두피도 만두속도 내서타일 담에는 박스로 살게유 시장안에 잇규 줄관리는 잘 안되는거 같지맘 모 노포감성으로 사먹으면 맛잇다 원래 만두는 서민음식이니께,5
가메골손왕만두 남대문본점,만안두~ 만두만두~ 마안두~🤌,5
가메골손왕만두 남대문본점,남대문시장에 왔다면 이곳은 무조건 들러야 한다고 해도 과언이 아닌 만두집입니다.,4
가메골손왕만두 남대문본점,"맛있다.. 진짜 ㅠ 얇은 피는
아닌데 속이 환상적
김치는 살짝 매운 끼 있음 🥹",5
가메골손왕만두 남대문본점,"웨이팅은 항상 있지만 맛있음
옛날 만두 딱 그 느낌",4
가메골손왕만두 남대문본점,맛있어서 자주 갑니다,5
가메골손왕만두 남대문본점,가격도 좋고 친절하시긴 한데 줄서서 살맛인지는 모르겠습니다.,4
가메골손왕만두 남대문본점,"가성비 좋음. 찐빵같은 만두 싫어하는데도 맛있는데
별점 하나 깎은건 만두가 매장가격/포장가격 다름 ㅡ.ㅡ
이해는 하지만 조금 기분상함
그래도 만두 포장해와서 맛있게 먹고 자꾸 생각난다.
조만간 또 갈듯",4
가메골손왕만두 남대문본점,고기만두 먼저 먹고 김치만두 먹어야 제맛을 알수 있음,4
가메골손왕만두 남대문본점,고기만두.김치만두 쵝오~,5
가메골손왕만두 남대문본점,맛있다. 두꺼운피 싫은데도 맛있어서 두개순삭,5
가메골손왕만두 남대문본점,만두 맛있고 칼국수는 더 맛있어요.,5
가메골손왕만두 남대문본점,"맛과 가성비 둘다 잡음
만두만 먹고갈 수도 있어서
둘이 칼국수+만두 시켜서 싸게 먹고 나옴
이러니 양도 적당함",5
가메골손왕만두 남대문본점,"고기, 김치만두 모두 맛은 있으나, 포장 주문 대개는 줄이 길어서 한참 기다려야 하고, 2층에서 먹고 가는 것과 포장 가격이 다름.

매장 만두 4개 4500원. 찐빵 1500원.
포장 만두 5개 5000원, 10개 10000원.

단, 매장 식사시 포장은 나갈 때 1층에서  바로 된다고 함.",4
가메골손왕만두 남대문본점,"무조건 먹어라!!인정
4점인 이유는 오? 이정도...
5점은 와씨!!!이게 나와야함",4
가메골손왕만두 남대문본점,맛있어요. 추천해요!,5
가메골손왕만두 남대문본점,"얇은 만두피를 선호하는 편이지만
이집 만두피는 적당히 볼륨감이 있으면서도 포실포실한 식감이 상당히 매력적. 이느낌은 매장취식을 해야 정확히 알 수 있음. 만두맛집!",5
가메골손왕만두 남대문본점,"만두와 칼국수가 왜 이렇게 맛있지?
2층으로 올라가면 협소하지만 식사가 가능한데 이제는 사람에 너무 많아짐.",5
가메골손왕만두 남대문본점,"진짜맛잇엇어요 ㅜ 특히 고기만두 짱..
이가격으로 이런걸 맛잇는 만두와 칼국수를 먹을수잇어서 너무 감사햇어요~!

칼국수 보통이라는 분들 계시던데 경상도인 입맛에는 딱이엇슺니다",4
가메골손왕만두 남대문본점,"쫄깃한 만두피가 매력적 입니다
항상 만두는 반반 시키고 
칼국수랑 같이 먹는 집이에요 ^^",5
